Employee_ID,Gender,Department,Education_Level,Job_Level,Age,Years_Experience,Training_Hours,Monthly_Salary,Performance_Score,Attendance_Rate,Project_Completed,Promotion_Last_3Y,Join_Date,Last_Review_Date,City,Contract_Type,Division,Work_From_Home_Days,Employee_Rating
908,Male,Hr,Diploma,Supervisor,20,12,488,3669549,792,97,14,2,14-Jul-2022,12-06-2023,Makassar,Internship,Tech,-1,2.7
216,Male,Unknown,Master,Officer,44,7,282,6548354,889,879,9,0,11-Sep-2017,01-26-2024,Bandung,Contract,Support,99,2
154,Male,Operations,Diploma,Officer,38,6,531.05,10954549,687,876,6,0,01-21-2023,31-Oct-2023,Semarang,Tetap,Finance,-1,1
890,Male,It,Doctoral,Senior Manager,34,21,254,29296937,988,100,5,-1,04-09-2022,04-01-2024,Bandung,Contract,Business,1,4
1052,Male,It,Bachelor,Senior Manager,31,12,158,22524802,403,77,9,0,05/10/2020 00:00,2022-12-11T00:00:00,Bandung,Contract,Operations,2,2.7
257,Male,Finance,Diploma,Supervisor,46,10,117,13250249,901,943,9,0,02-07-2022,17/06/2022 00:00,Jakarta,Permanent,Support,5,3.5
303,Male,It,Master,Supervisor,39,11,23,15036362,663,994,4,0,27/12/2020 00:00,2024-10-22T00:00:00,Bandung,Contract,Operations,1,-1
837,Female,Risk,Bachelor,Senior Manager,24,15,577,20622574,923,84,5,0,2023-03-29T00:00:00,2023/03/08,Bandung,Contract,Finance,-1,-1
1715,Female,Finance,Bachelor,Junior,43,25,753,11144815,-10,76,2,0,2018-11-30T00:00:00,2022/04/17,Jakarta,Contract,Finance,3,4
1309,Female,It,Master,Senior Manager,0,30,16,4473637,108,71,13,0.44,05-08-2020,2024/07/12,Bandung,Permanent,Tech,-1,3.5
428,Female,Marketing,Bachelor,Manager,44,8,36,9388451,726,978,4,0,2021-06-06 00:00:00,2022-09-12 00:00:00,Makassar,Contract,Finance,-1,0
400,Female,Risk,Bachelor,Supervisor,46,5,31,27805198.80,733,932,5,0,2015-03-15 00:00:00,2023-12-12 00:00:00,Surabaya,Contract,Business,2,-1
1334,Male,Marketing,Bachelor,Officer,60,1,531.05,13407377,981,74,20,1,02/07/2015 00:00,08/04/2023 00:00,Dki Jakarta,Tetap,Tech,3,2.63
1877,Female,Finance,Bachelor,Supervisor,40,27,508,5495837,64,80,17,0.44,2018-08-07T00:00:00,12-29-2022,Surabaya,Permanent,Tech,5,3
1572,Male,Risk,Phd,Officer,33,24,650,22303700,78,291.79,13.10,-1,2022-03-01T00:00:00,2022/06/12,Makassar,Permanent,Support,2,4
1871,Male,Marketing,Diploma,Senior Manager,41,20,585,7677464,51,81,11,0.44,2022-01-07 00:00:00,2022-08-15T00:00:00,Dki Jakarta,Contract,Support,2,2
2002,Female,Operations,Bachelor,Senior Manager,40,13.82,728,5747375,911,86,6,0.44,07-26-2020,2022-08-08T00:00:00,Surabaya,Contract,Tech,1,6
1364,Male,Finance,Bachelor,Officer,40.81,25,9999,12929165,1080,73,6,0.44,2023/07/22,07-11-2023,Dki Jakarta,Contract,Tech,2,-1
2036,Female,Compliance,Master,Supervisor,28,9,304,22382319,962,71,19,0,2020/05/30,05-Jun-2022,Sby,Internship,People,99,6
1990,Male,Compliance,Bachelor,Supervisor,37,13,576,9752687,402,73,7,0.44,10/02/2023 00:00,03-24-2023,Surabaya,Internship,Tech,4,-1
1378,Male,Operations,Bachelor,Manager,54,20,652,20155587,400,62,16,0,2016-12-04T00:00:00,22/06/2024 00:00,Makassar,Contract,Support,11.92,2.63
722,Male,Operations,Master,Manager,47,29,307,7287912,665,93,18,0,04-Jul-2015,09-Aug-2022,Surabaya,Contract,Business,99,2.63
1529,Female,Finance,Master,Senior Manager,28,28,108,4049703,982,60,0,-1,2018/06/25,2022-05-20 00:00:00,Semarang,Tetap,Tech,11.92,4
645,Male,It,Phd,Officer,39,10,727,24630673,961,83,16,2,16/11/2016 00:00,17/02/2022 00:00,Medan,Contract,Tech,-1,-1
1854,Male,Risk,Bachelor,Supervisor,40,10,570,15890734,787,9999,8,-1,07-May-2020,2022-12-10T00:00:00,Sby,Tetap,Tech,11.92,5
1158,Female,Hr,Doctoral,Supervisor,58,3,466,20533878,484,85,2,2,04-23-2022,05-01-2024,Sby,Kontrak,Tech,-1,4
1521,Female,Compliance,Bachelor,Officer,24,6,362,28087267,253,9999,10,1,23/10/2019 00:00,04-03-2024,Jakarta,Contract,Finance,5,2
629,Female,Hr,Phd,Officer,50,25,621,28678342,831,61,17,2,08-Dec-2023,2023-08-28T00:00:00,Medan,Contract,Tech,99,2.63
1073,Male,It,Master,Officer,33,10,299,13314348,199,79,12,-1,09/08/2021 00:00,2023-05-12T00:00:00,Semarang,Tetap,Business,4,6
719,Female,Marketing,Bachelor,Junior,53,15,737,7149147,467,71,16,-1,09-Jun-2022,11-Mar-2023,Jakarta,Internship,Business,5,5
1147,Male,Hr,Phd,Supervisor,40.81,11,758,24646282,308,77,2,-1,2015/08/24,14-Nov-2023,Sby,Internship,Business,1,0
1361,Male,It,Doctoral,Junior,25,6,499,12862079,1045,62,12,2,12-06-2015,2022/10/15,Makassar,Contract,Support,0,4
1986,Male,Unknown,Bachelor,Junior,37,19,334,-1417421,370,65,4,0.44,20-Feb-2022,04-14-2022,Makassar,Contract,Tech,2,4
1860,Male,Finance,Diploma,Senior Manager,31,8,34,27951419,828,291.79,15,0.44,26/01/2018 00:00,03-02-2023,Jakarta,Kontrak,Operations,3,1
330,Female,Finance,Master,Officer,29,3,57,14723063,874,902,4,0,07-12-2020,04-02-2023,Dki Jakarta,Tetap,Business,1,5
1741,Male,Marketing,Bachelor,Officer,52,9,246,28341869,523,60,1,0.44,2022-04-16T00:00:00,2024-04-28 00:00:00,Bandung,Tetap,Tech,2,2.7
1350,Female,Compliance,Master,Senior Manager,32,9,700,22712627,633.48,73,18,0.44,15-Dec-2016,18-Aug-2024,Makassar,Permanent,Tech,1,-1
326,Male,Finance,Bachelor,Supervisor,31,11,531.05,14168360,592,948,12,0,10-31-2019,2022-06-20T00:00:00,Medan,Contract,Business,-1,3
901,Male,Compliance,Bachelor,Junior,43,24,678,5366404,286,91,17,0.44,2022-08-20T00:00:00,03-26-2024,Semarang,Contract,Business,1,6
468,Male,Finance,Master,Senior Manager,38,7,185,11408774,709,89,8,0,2021-01-16T00:00:00,09-08-2023,Dki Jakarta,Internship,Support,-1,2.7
1765,Female,Hr,Diploma,Senior Manager,32,21,305,14055107,180,87,14,0,2016-08-06 00:00:00,2022-02-11 00:00:00,Bandung,Kontrak,Business,3,6
382,Female,Finance,Diploma,Officer,34,14,49,11556052,606,985,9,0,2021-03-31 00:00:00,22-Jan-2024,Medan,Permanent,Tech,3,4
1,Female,Operations,Master,Junior,15,7,256,10702825,995,98,6,1,22-Sep-2018,19-Nov-2023,Semarang,Permanent,People,11.92,4
717,Female,It,Doctoral,Senior Manager,45,8,570,678704214,1014,98,19,0,01-22-2015,30-Oct-2024,Yogyakarta,Internship,Tech,0,2
1883,Female,Finance,Master,Senior Manager,37,17,505,23465324,633.48,65,8,0,2016/05/02,2024/06/10,Jakarta,Permanent,Tech,1,1
1768,Female,Unknown,Diploma,Junior,32,13,5,4972735,274,69,20,0,2017-02-23 00:00:00,2024/12/24,Jakarta,Contract,People,4,1
1547,Female,Finance,Diploma,Supervisor,34,29,14,3092038,1038,72,2,2,2019/03/09,2023/01/01,Bandung,Permanent,Operations,0,3
1471,Female,Marketing,Master,Senior Manager,47,6,187,16881763,633.48,87,13,-1,2022-03-09T00:00:00,2024-05-10 00:00:00,Dki Jakarta,Tetap,People,4,-1
1928,Female,Risk,Doctoral,Junior,31,24,172,18136525,611,77,12,0.44,01-09-2021,2022-06-26 00:00:00,Jakarta,Contract,Operations,0,-1
614,Female,Hr,Diploma,Senior Manager,37,27,140,14498093,987,71,15,1,2018-07-07T00:00:00,2022-04-29 00:00:00,Medan,Internship,Support,-1,0
867,Male,Marketing,Phd,Manager,46,23,407,27332014,794,92,14,0,29/02/2016 00:00,22-Jun-2023,Surabaya,Contract,People,1,3
1107,Male,Operations,Bachelor,Officer,33,2,531.05,20872374,1021,80,7,0,2021-06-08 00:00:00,12-23-2024,Dki Jakarta,Contract,Tech,3,2
430,Female,Unknown,Bachelor,Supervisor,34,20,139,12057961,692,907,5,0,15-Feb-2022,2024-02-09T00:00:00,Jakarta,Contract,Tech,0,0
281,Female,Hr,Bachelor,Officer,44,10,9,15176982,745,996,4,0,08-02-2022,2023-12-12 00:00:00,Semarang,Contract,Operations,99,-1
1169,Female,Finance,Phd,Junior,54,30,682,7526105,575,93,5,-1,14/12/2021 00:00,2022/01/23,Surabaya,Kontrak,People,3,3.5
1767,Female,Hr,Master,Senior Manager,31,4,26,17967492,248,79,19,0,2021-08-28T00:00:00,2024-02-09T00:00:00,Medan,Kontrak,Finance,1,2.63
1262,Male,It,Master,Senior Manager,46,30,337,22552581,193,68,11,0.44,2023-12-27 00:00:00,30-Dec-2024,Medan,Contract,Tech,3,2.63
776,Male,Operations,Phd,Senior Manager,27,4,753,27341031,808,75,13,1,12-03-2019,17-Aug-2024,Yogyakarta,Permanent,Business,4,1
1130,Male,Hr,Bachelor,Officer,43,27,355,6380827,422,83,8,1,2017-10-09 00:00:00,2022-08-31T00:00:00,Semarang,Contract,Operations,0,2.7
1389,Male,Hr,Master,Manager,20,30,58,24882681,1004,84,20,0.44,2022-05-17 00:00:00,2022/01/06,Medan,Internship,Operations,99,2.63
1976,Male,Unknown,Master,Officer,60,1,210,27162059,365,74,11,2,07-21-2022,2022-12-24T00:00:00,Sby,Internship,Tech,2,3
1075,Male,Unknown,Phd,Supervisor,-5,8,311,5150446,507,61,11,0,2017-04-15T00:00:00,08-03-2024,Sby,Kontrak,Business,5,6
1458,Male,Marketing,Bachelor,Supervisor,55,8,231,29602973,203,61,17,2,28/09/2020 00:00,2023-06-28T00:00:00,Sby,Tetap,Tech,99,4
1298,Female,Risk,Bachelor,Manager,47,15,271,3755893,1033,82,19,1,2018-05-05 00:00:00,06-05-2022,Dki Jakarta,Permanent,Business,11.92,2.63
387,Female,Finance,Master,Junior,44,10,59,14450516,839,997,4,1,2016-05-03 00:00:00,2024-12-10 00:00:00,Makassar,Kontrak,Tech,5,0
1722,Female,Finance,Master,Senior Manager,40.81,11,262,4200614,706,80,12,1,07-02-2020,2023-07-02T00:00:00,Makassar,Contract,Tech,4,5
1119,Male,Marketing,Master,Senior Manager,45,29,690,10177088,170,92,9,0,2020-09-24T00:00:00,2023/04/18,Surabaya,Contract,Tech,2,2
1918,Male,Compliance,Bachelor,Officer,51,18,69,6949490,979,97,6,0.44,04-04-2022,2024/11/22,Bandung,Internship,Support,2,6
391,Male,Compliance,Bachelor,Junior,24,8,2,17074484,902,908,3,0,2017/06/15,11-Jul-2022,Surabaya,Permanent,Support,2,0
1656,Male,Hr,Phd,Officer,44,2,587,27113782,721,97,2,-1,2018-10-05T00:00:00,16/06/2024 00:00,Medan,Permanent,Finance,1,3.5
324,Male,Risk,Diploma,Manager,30,5,77,13612765,793,853,6,0,2015/03/13,2022/04/02,Semarang,Permanent,Business,99,6
1437,Male,Operations,Bachelor,Junior,32,19,777,-3970893,578,62,7,2,10-10-2020,2022-10-28T00:00:00,Jakarta,Tetap,Support,99,2.7
317,Male,It,Diploma,Officer,33,9,149,16305550,933,955,3,0,11-06-2021,11-18-2023,Yogyakarta,Contract,Tech,99,2.63
914,Male,Risk,Phd,Officer,19,25,647,15271193,633.48,71,5,0,2019/05/22,11-03-2022,Jakarta,Internship,Tech,1,3.5
2065,Male,Operations,Bachelor,Manager,54,3,719,4689754,212,60,16,1,2021-07-24 00:00:00,2023-08-17 00:00:00,Surabaya,Contract,Tech,4,3
536,Male,Finance,Doctoral,Manager,18,9,593,19429603,964,82,17,0.44,2017-02-11T00:00:00,05-May-2023,Sby,Permanent,Tech,4,2.7
1864,Female,Operations,Master,Senior Manager,20,10,406,19671085,322,70,1,0,2015/09/08,2023-05-05T00:00:00,Surabaya,Kontrak,Tech,1,3
1838,Female,Compliance,Master,Supervisor,29,10,388,22114010,1056,74,18,2,2022/01/10,11/03/2022 00:00,Medan,Tetap,Tech,2,2.63
2062,Female,Operations,Doctoral,Supervisor,50,10,73,5839683,828,83,19,1,03-17-2023,14-Jul-2024,Surabaya,Permanent,Tech,11.92,3
1787,Female,Compliance,Master,Officer,19,22,143,13560063,238,94,5,0.44,2017-06-14 00:00:00,2023-06-20 00:00:00,Bandung,Internship,Business,4,3.5
1104,Male,Marketing,Bachelor,Senior Manager,51,24,686,18361929,947,83,15,-1,28-Nov-2018,16-Sep-2022,Sby,Internship,Tech,5,6
1465,Female,It,Bachelor,Senior Manager,53,3,185,24643240,297,73,16,-1,2016/11/06,2023/06/20,Semarang,Permanent,Operations,2,5
50,Female,Operations,Bachelor,Supervisor,27,4,351,15660379,606,1016,9,0,05-04-2023,10-Jun-2022,Dki Jakarta,Contract,People,5,0
1516,Female,Operations,Master,Manager,52,22,744,27378222,565,85,2,1,11/02/2015 00:00,04/10/2023 00:00,Dki Jakarta,Internship,Tech,11.92,-1
691,Female,It,Bachelor,Supervisor,50,100,713,18181413,220,60,13,1,01-08-2019,2023-05-05T00:00:00,Jakarta,Contract,Tech,4,2.63
1940,Female,It,Diploma,Manager,23,22,4,28262833,817,64,14,-1,2018-05-24 00:00:00,05-Mar-2024,Bandung,Kontrak,Support,2,0
1020,Female,Operations,Bachelor,Junior,27,29,778,24149900,306,291.79,7,2,2020-12-21T00:00:00,24/10/2024 00:00,Yogyakarta,Contract,Support,5,1
1979,Female,It,Phd,Officer,34,20,62,16955039,104,92,16,0.44,13-Dec-2018,2023/04/05,Semarang,Tetap,Business,3,-1
735,Male,Finance,Bachelor,Junior,52,0,210,26676601,959,94,12,2,04-06-2015,14/06/2024 00:00,Sby,Kontrak,Business,99,2
1520,Female,It,Master,Senior Manager,60,19,409,14626714,1083,86,2,0,25-Aug-2018,2024-01-05 00:00:00,Sby,Contract,Finance,0,5
1477,Female,Marketing,Phd,Senior Manager,24,18,192,11507847,659,66,6,1,2020/08/02,2024/10/22,Bandung,Contract,Tech,3,2.63
768,Female,Marketing,Master,Officer,38,25,129,23186938,268,94,10,0.44,2017/06/15,22/07/2024 00:00,Bandung,Permanent,Finance,-1,3.5
1637,Male,Finance,Bachelor,Senior Manager,31,13,542,21974542,1061,-50,19,0.44,2021-02-20T00:00:00,07-15-2022,Jakarta,Contract,Finance,5,2.63
1336,Male,Compliance,Phd,Supervisor,42,6,345,25827088,0,98,12,0.44,2023/04/26,2022/01/24,Bandung,Internship,Tech,1,0
2025,Female,Operations,Master,Junior,33,0,11,29010237,172,90,19,2,12-Oct-2022,14-May-2023,Makassar,Contract,Tech,3,1
1190,Male,Finance,Doctoral,Supervisor,18,13,14,11224535,440,82,12,0.44,2019-08-14T00:00:00,05-26-2022,Semarang,Tetap,Operations,99,3.5
1268,Male,Finance,Bachelor,Manager,31,28,475,28896595,526,91,10,0,02/04/2016 00:00,2023-05-05T00:00:00,Jakarta,Internship,Support,2,0
644,Male,Finance,Bachelor,Manager,48,3,342,15089882,577,86,19,-1,2022-04-15T00:00:00,12-24-2022,Medan,Tetap,Tech,2,2
577,Female,Finance,Diploma,Senior Manager,60,0,421,27805198.80,612,78,13.10,2,2017-01-04 00:00:00,17-Jul-2022,Medan,Contract,Finance,-1,0
821,Male,Risk,Phd,Supervisor,29,23,174,26475642,1025,78,18,0.44,2019/05/22,2022/08/08,Yogyakarta,Contract,Business,11.92,2.63
1853,Male,Unknown,Bachelor,Junior,52,14,549,23735717,166,9999,20,0,2020-08-30 00:00:00,25/06/2023 00:00,Bandung,Permanent,Business,3,3
150,Female,Marketing,Bachelor,Supervisor,38,5,67,6372002,646,896,5,0,2016-06-21T00:00:00,2022-06-24 00:00:00,Medan,Kontrak,Business,-1,4
441,Male,Compliance,Bachelor,Junior,30,8,106,14157816,66,778,5,0,06/10/2021 00:00,18-Nov-2023,Medan,Contract,Tech,0,4
701,Female,Compliance,Phd,Supervisor,30,17,538,26909114,283,64,4,2,11-27-2018,13/01/2024 00:00,Bandung,Contract,Finance,-1,2
1876,Male,Finance,Master,Junior,25,4,485,583795667,521,67,10,0,2022/12/15,2022-12-23T00:00:00,Surabaya,Contract,Finance,11.92,2.7
1592,Female,Finance,Diploma,Junior,46,13.82,777,22137770,313,86,10,0.44,2017-06-25T00:00:00,2023-11-29 00:00:00,Medan,Tetap,Operations,0,0
1886,Male,Finance,Phd,Senior Manager,43,13,144,8667406,959,66,13.10,0,2016-11-24T00:00:00,2024-02-21 00:00:00,Bandung,Contract,Tech,3,1
565,Female,Hr,Phd,Manager,57,12,697,22212270,275,88,4,1,08-Aug-2019,2024-08-23T00:00:00,Bandung,Permanent,Tech,4,2
1166,Male,Marketing,Doctoral,Supervisor,43,0,543,3561804,295,100,5,2,2017-03-08T00:00:00,06-26-2023,Makassar,Kontrak,Support,2,6
1337,Female,Risk,Bachelor,Junior,59,18,416,10476636,426,88,2,2,08/07/2023 00:00,2024-01-03 00:00:00,Bandung,Internship,Tech,99,2.7
314,Male,Finance,Bachelor,Junior,45,14,225,11483019,588,898,5,0,19-Apr-2016,23-Jun-2024,Semarang,Permanent,Tech,99,1
1083,Female,It,Bachelor,Officer,42,21,605,15834574,443,60,6,0.44,04-20-2018,2024-06-25 00:00:00,Sby,Contract,People,2,2
1960,Male,Finance,Bachelor,Junior,28,13.82,301,20236016,883,96,999,1,08-21-2018,2022-03-13T00:00:00,Surabaya,Contract,Business,5,-1
125,Male,Finance,Master,Supervisor,39,13,418,27805198.80,735,864,6,0,2015/06/21,09/03/2023 00:00,Semarang,Contract,Tech,2,2.63
1890,Male,Finance,Master,Junior,43,7,569,10480399,755,72,-3,-1,2023-12-13 00:00:00,03-28-2022,Bandung,Kontrak,Business,11.92,2.7
63,Female,Finance,Master,Officer,33,14,165,16222178,667,1011,8,1,01/12/2021 00:00,12-09-2023,Yogyakarta,Permanent,Tech,-1,-1
706,Female,Marketing,Diploma,Supervisor,30,15,267,21137143,114,67,10,2,2020-02-26 00:00:00,09/03/2022 00:00,Sby,Internship,Support,4,1
1727,Female,Finance,Doctoral,Senior Manager,55,6,297,21710770,1036,78,16,2,2017/09/19,08/09/2024 00:00,Surabaya,Contract,Operations,0,-1
1596,Female,Finance,Bachelor,Supervisor,999,13,432,27805198.80,267,67,9,-1,2020/05/09,2022-11-18 00:00:00,Yogyakarta,Contract,Finance,0,3.5
1010,Female,Unknown,Phd,Junior,23,27,422,7244057,269,76,5,0,2017-06-27T00:00:00,2023-08-08 00:00:00,Surabaya,Contract,Tech,3,2.7
346,Female,Finance,Bachelor,Manager,22,0,45,11107315,98,94,5,1,30-Jan-2018,04-Dec-2024,Semarang,Tetap,Tech,1,2
1452,Female,Compliance,Diploma,Officer,60,27,660,25801820,503,71,18,-1,2023/08/16,2022-10-05 00:00:00,Bandung,Contract,People,4,6
1736,Female,It,Doctoral,Officer,18,17,271,15077826,365,74,20,2,2019-08-11T00:00:00,2022-08-03T00:00:00,Semarang,Tetap,People,11.92,0
3,Male,Risk,Bachelor,Junior,32,18,332,-5000000,86,916,5,0,19-Aug-2022,2022/09/18,Semarang,Contract,Operations,-1,1
374,Male,It,Diploma,Officer,38,9,96,10855506,728,992,7,1,2016/11/01,24-Sep-2024,Yogyakarta,Kontrak,Tech,3,1
373,Female,Marketing,Master,Officer,40,6,515,16097996,728,907,2,0,2019-12-10T00:00:00,2024-10-23 00:00:00,Jakarta,Kontrak,Tech,3,6
5,Female,Finance,Bachelor,Junior,16,14,1041,10685352,732,130,2,1,2023-12-17T00:00:00,2023-11-19T00:00:00,Medan,Tetap,Tech,1,0
1863,Male,Finance,Phd,Supervisor,42,1,9999,19385672,477,72,0,1,2019-07-22T00:00:00,2024-03-06 00:00:00,Semarang,Contract,People,-1,5
301,Female,Compliance,Master,Junior,40,4,299,15638485,927,945,5,1,2017-08-12 00:00:00,08/05/2022 00:00,Dki Jakarta,Contract,Business,99,0
84,Female,Finance,Bachelor,Junior,31,20,51,7978776,806,987,5,0,03-27-2016,2022/06/29,Makassar,Contract,Tech,99,5
1323,Female,Marketing,Bachelor,Supervisor,33,3,730,14410038,493,78,12,2,15/04/2015 00:00,2024-03-06 00:00:00,Bandung,Permanent,Tech,5,0
1512,Male,It,Bachelor,Junior,21,25,584,5583414,782,72,2,0,20/04/2023 00:00,01/01/2022 00:00,Medan,Contract,Tech,11.92,5
795,Female,It,Bachelor,Manager,27,100,38,8084765,211,65,7,1,2023-08-16T00:00:00,26-Nov-2022,Bandung,Contract,People,0,5
1795,Male,Risk,Diploma,Supervisor,49,13,531.05,8697532,464,65,2,1,03-Feb-2017,27-Feb-2022,Surabaya,Contract,Business,1,-1
1699,Female,Operations,Master,Officer,59,3,128,20859608,235,93,20,1,02/05/2015 00:00,2023/10/14,Makassar,Kontrak,Tech,0,2.7
79,Female,It,Master,Junior,32,11,59,15880787,963,927,3,0,2018-05-15T00:00:00,07-03-2024,Jakarta,Contract,Tech,2,4
1537,Male,Finance,Master,Senior Manager,23,1,629,10467631,567,88,12,0.44,2022-06-30 00:00:00,09-03-2024,Medan,Permanent,People,1,3.5
575,Female,It,Diploma,Officer,48,22,209,11030614,629,94,9,-1,2020/07/29,2022-07-21T00:00:00,Sby,Permanent,Tech,0,2
1416,Female,It,Diploma,Senior Manager,54,2,307,12604116,509,70,4,0.44,2016-08-10 00:00:00,2024-07-17T00:00:00,Medan,Internship,Business,3,1
